pmid,sample_mechanism,sample_bucket,predicted_evidence_level,title,year,journal,pub_types,mechanisms,abstract_excerpt,gold_evidence_level,gold_label_status,gold_notes
38918812,sonodynamic,predicted-tagged,preclinical-invivo,Ultrasonic-responsive piezoelectric stimulation enhances sonodynamic therapy for HER2-positive breast cancer.,2024,Journal of nanobiotechnology,Journal Article,bioelectric | nanoparticle | sonodynamic,"**introduction**: breast cancer ranks second as the most common malignancy globally, after lung cancer. among the various subtypes of breast cancer, her2 positive breast cancer (her2 bc)poses a particularly challenging prognosis due to its heightened invasiveness and metastatic potential. the objective of this study was to construct a composite piezoelectric nanoparticle based on poly(vinylidene fluoride-trifluoroethylene) (p(vdf-trfe)) for imaging and treatment of her2 bc. **method**: by reshap...",,pending,
39396375,sonodynamic,predicted-tagged,preclinical-invivo,Targeting Hypoxia and Autophagy Inhibition via Delivering Sonodynamic Nanoparticles With HIF-2α Inhibitor for Enhancing Immunotherapy in Renal Cell Carcinoma.,2024,Advanced healthcare materials,"Journal Article | Research Support, Non-U.S. Gov't",immunotherapy | nanoparticle | sonodynamic,"immune checkpoint blockers (icbs) therapy stands as the first-line treatment option for advanced renal cell carcinoma (rcc). however, its effectiveness is hindered by the immunosuppressive tumor microenvironment (tme). sonodynamic therapy (sdt) generates tumor cell fragments that can prime the host's antitumor immunity. nevertheless, the hypoxic microenvironment and upregulated autophagy following sdt often lead to cancer cell resistance. in response to these challenges, a hypoxia-responsive pol...",,pending,
41117183,sonodynamic,predicted-tagged,preclinical-invitro,A Novel Zinc(II) Complex for Sonodynamic Therapy Induces Pyroptosis of Breast Cancer Cells and Enhances Anti-Tumor Immune Response.,2025,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",Journal Article,sonodynamic,"zinc(ii) complexes have emerged as promising antitumor agents due to their favorable biosafety and biocompatibility, and demonstrated effectiveness in photodynamic therapy (pdt). however, their therapeutic potential is limited by the poor tissue penetration of pdt agents. herein, a novel zinc(ii) complex designed for sonodynamic therapy (sdt), capable of producing substantial amounts of singlet oxygen upon ultrasonic activation, is introduced. this sonosensitizer effectively induces pyroptosis i...",,pending,
41155526,sonodynamic,predicted-tagged,preclinical-invitro,Polysorbate-Based Carriers Encapsulating Oxygen-Deficient Nanoparticles for Targeted and Effective Chemo-Sonodynamic Therapy of Glioblastoma.,2025,International journal of molecular sciences,Journal Article,nanoparticle | sonodynamic,"glioblastoma multiforme (gbm) is the most aggressive brain tumor with a high recurrence rate and mortality. a major obstacle to the effective treatment of gbm is the blood-brain barrier (bbb), which hinders the transfer of therapeutic cargo to the tumor lesion. polysorbate-coated drug carriers are known to efficiently cross the bbb via apolipoprotein e (apoe)-mediated transcytosis. in this study, we developed cancer-targeted nanocarriers using folic acid (fa)-conjugated polysorbate (tween 80, t8...",,pending,
41788857,sonodynamic,predicted-tagged,preclinical-invivo,Versatile Nanotherapeutics for Enhancing Sonodynamic Therapy/Chemotherapy of Thyroid Cancer through Remodeling Tumor Microenvironment and Synergistic Reactive Oxygen Species Augment.,2026,Biomaterials research,Journal Article,nanoparticle | sonodynamic,"anaplastic thyroid carcinoma (atc), as the most malignant pathological type, is prone to local invasion and even distant metastasis with a poor prognosis and a high recurrence rate. herein, we developed an iron-based metal organic framework (fl@m) as an effective sonosensitizer and biomimetic nanocarrier through the incorporation of lenvatinib (len) and further coating with homologous tumor cell membranes, achieving the synergistic sonodynamic therapy/chemotherapy for atc. with the homologous tu...",,pending,
28123298,sonodynamic,predicted-untagged,,Oxygen and indocyanine green loaded phase-transition nanoparticle-mediated photo-sonodynamic cytotoxic effects on rheumatoid arthritis fibroblast-like synoviocytes.,2017,International journal of nanomedicine,Journal Article,nanoparticle | sonodynamic,"**background**: photodynamic therapy and sonodynamic therapy are developing, minimally invasive, and site-specific modalities for cancer therapy. a combined strategy psdt (photodynamic therapy followed by sonodynamic therapy) has been proposed in this study. here, we aimed to develop novel biodegradable poly(dl-lactide-co-glycolic acid) phase-transition nanoparticles simultaneously loaded with oxygen and indocyanine green (oi-nps) and to investigate the cytotoxic effects and the potential mechan...",,pending,
30881202,sonodynamic,predicted-untagged,,Nanoparticle-assisted ultrasound: A special focus on sonodynamic therapy against cancer.,2018,"Chemical engineering journal (Lausanne, Switzerland : 1996)",Journal Article,nanoparticle | sonodynamic,"at present, ultrasound radiation is broadly employed in medicine for both diagnostic and therapeutic purposes at various frequencies and intensities. in this review article, we focus on therapeutically-active nanoparticles (nps) when stimulated by ultrasound. we first introduce the different ultrasound-based therapies with special attention to the techniques involved in the oncological field, then we summarize the different nps used, ranging from soft materials, like liposomes or micro/nano-bubb...",,pending,
35280333,sonodynamic,predicted-untagged,,Mitochondria-Targeted Mesoporous Titanium Dioxide Nanoplatform for Synergistic Nitric Oxide Gas-Sonodynamic Therapy of Breast Cancer.,2022,International journal of nanomedicine,Journal Article,sonodynamic,"**background**: sonodynamic therapy (sdt) has rapidly advanced as a promising alternative to conventional photodynamic therapy owing to its preferable therapeutic depth. however, single-modal sdt exhibits limited efficacy due to the long-term hypoxia in tumors. **method and results**: to address these issues, we proposed a synergistic sdt strategy that integrates mitochondrial targeting with nitric oxide (no) gas therapy by using multifunctional nanoplatforms. the nanoplatform, which was named a...",,pending,
36594611,sonodynamic,predicted-untagged,,Covalent Organic Framework Nanobowls as Activatable Nanosensitizers for Tumor-Specific and Ferroptosis-Augmented Sonodynamic Therapy.,2023,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)","Journal Article | Research Support, Non-U.S. Gov't",sonodynamic,"covalent organic frameworks (cofs) have attracted increasing attention for biomedical applications. cofs-based nanosensitizers with uniform nanoscale morphology and tumor-specific curative effects are in high demand; however, their synthesis is yet challenging. in this study, distinct cof nanobowls are synthesized in a controlled manner and engineered as activatable nanosensitizers with tumor-specific sonodynamic activity. high crystallinity ensures an ordered porous structure of cof nanobowls f...",,pending,
37299224,sonodynamic,predicted-untagged,,Biocompatible Polymer-Grafted TiO2 Nanoparticle Sonosensitizers Prepared Using Phosphonic Acid-Functionalized RAFT Agent.,2023,Polymers,Journal Article,nanoparticle | sonodynamic,"sonodynamic therapy is widely used in clinical studies including cancer therapy. the development of sonosensitizers is important for enhancing the generation of reactive oxygen species (ros) under sonication. herein, we have developed poly(2-methacryloyloxyethyl phosphorylcholine) (pmpc)-modified tio2 nanoparticles as new biocompatible sonosensitizers with high colloidal stability under physiological conditions. to fabricate biocompatible sonosensitizers, a grafting-to approach was adopted with ...",,pending,
38032117,sonodynamic,predicted-untagged,,In Situ Synthesis of Ru/TiO2- x @TiCN Ternary Heterojunctions for Enhanced Sonodynamic and Nanocatalytic Cancer Therapy.,2024,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)","Journal Article | Research Support, Non-U.S. Gov't",nanoparticle | sonodynamic,"albeit nanozymes-based tumor catalytic therapy (nct) relies on endogenous chemical reactions that could achieve tumor microenvironment (tme)-specialized reactive oxygen species (ros) production, the unsatisfactory catalytic activity of nanozymes accompanied by complex tme poses a barrier to the therapeutic effect of nct. herein, a one-step in situ synthesis strategy is reported to construct ternary ru/tio2- x @ticn heterojunctions through oxidative conversion of ticn nanosheets (nss) to tio2- x ...",,pending,
38197613,sonodynamic,predicted-untagged,,Harnessing HfO2 Nanoparticles for Wearable Tumor Monitoring and Sonodynamic Therapy in Advancing Cancer Care.,2024,ACS nano,"Journal Article | Research Support, Non-U.S. Gov't",nanoparticle | sonodynamic,"addressing the critical requirement for real-time monitoring of tumor progression in cancer care, this study introduces an innovative wearable platform. this platform employs a thermoplastic polyurethane (tpu) film embedded with hafnium oxide nanoparticles (hfo2 nps) to facilitate dynamic tracking of tumor growth and regression in real time. significantly, the synthesized hfo2 nps exhibit promising characteristics as effective sonosensitizers, holding the potential to efficiently eliminate cance...",,pending,
